"season","week","contestant","artist","result","song","timesOnBillboard","isOnBillboard"
"Season_16","songs_03","Amelia Hammer Harris, with Bebe Rexha","G-Eazy,Bebe Rexha","Eliminated","Me, Myself & I",37,TRUE
"Season_16","songs_03","Effie Passero, with —","Heart","—","Barracuda",20,TRUE
"Season_16","songs_03","Shannon O'Hara, with Cam","Cam","Eliminated","Burning House",26,TRUE
"Season_16","songs_03","Alyssa Raghu, with —","Rihanna,Mikky Ekko","—","Stay",271,TRUE
"Season_16","songs_03","Alyssa Raghu, with Banners","Coldplay","Eliminated","Yellow",20,TRUE
"Season_16","songs_03","Marcio Donaldson, with —","Jonas Brothers","—","Inseparable",17,TRUE
"Season_16","songs_03","Marcio Donaldson, with Allen Stone","Marvin Gaye","Advanced","What's Going On",38,TRUE
"Season_16","songs_03","Mara Justine, with —","Bryan Adams","—","Run to You",0,FALSE
"Season_16","songs_03","Jurnee, with Lea Michele","Bryan Adams","Advanced","Run to You",0,FALSE
"Season_16","songs_03","Jurnee, with —","The Front Bottoms","—","Flashlight",7,TRUE
"Season_16","songs_03","Garrett Jacobs, with Colbie Caillat","Elle King","Advanced","Lucky",46,TRUE
"Season_16","songs_03","Shannon O'Hara, with —","Andrew Lloyd Webber,Patrick Wilson,Emmy Rossum","—","All I Ask",1,TRUE
"Season_16","songs_03","Mara Justine, with Rachel Platten","The Stanfields","Advanced","Fight Song",31,TRUE
"Season_16","songs_03","Ron Bultongez, with —","Robyn","—","Dancing On My Own",2,TRUE
"Season_16","songs_03","Effie Passero, with Cam","Cam","Eliminated","Diane",14,TRUE
"Season_16","songs_04","Caleb Lee Hutchinson","The Steeldrivers","Advanced","Midnight Train to Memphis",0,FALSE
"Season_16","songs_04","Maddie Poppe","The Bangles","Immune","Walk Like an Egyptian",0,FALSE
"Season_16","songs_04","Michelle Sussett","Chase Atlantic","Not Chosen","Friends",92,TRUE
"Season_16","songs_04","Michelle Sussett","original song","Judges' choice","I'm a Dreamer",0,FALSE
"Season_16","songs_04","Marcio Donaldson","Barry Manilow","Not Chosen","It's a Miracle",0,FALSE
"Season_16","songs_04","Marcio Donaldson","Eyedress","Eliminated","Jealous",43,TRUE
"Season_16","songs_04","Mara Justine","Keala Settle,The Greatest Showman Ensemble","Not Chosen","This Is Me",41,TRUE
"Season_16","songs_04","Cade Foehner","Matchbox Twenty","Immune","Bright Lights",21,TRUE
"Season_16","songs_04","Garrett Jacobs","Pablo Cruise","Not Chosen","Raging Fire",8,TRUE
"Season_16","songs_04","Garrett Jacobs","Creedence Clearwater Revival","Eliminated","Have You Ever Seen the Rain?",0,FALSE
"Season_16","songs_04","Ada Vox","Queen","Not Chosen","The Show Must Go On",19,TRUE
"Season_16","songs_04","Gabby Barrett","Denise Gagne","Immune","Little Red Wagon",11,TRUE
"Season_16","songs_04","Catie Turner","Hozier","Advanced","Take Me to Church",0,FALSE
"Season_16","songs_04","Dennis Lorenzo","Kate Bush","Judges' choice","This Woman's Work",15,TRUE
"Season_16","songs_04","Cade Foehner","Santana","Advanced","Black Magic Woman",13,TRUE
"Season_16","songs_04","Jonny Brenns","Imagine Dragons","Eliminated","Demons",63,TRUE
"Season_16","songs_04","Dennis Lorenzo","Shawn Mendes","Not Chosen","In My Blood",23,TRUE
"Season_16","songs_04","Caleb Lee Hutchinson","NB Ridaz","Immune","Gettin' You Home",20,TRUE
"Season_16","songs_04","Maddie Poppe","Simon & Garfunkel","Advanced","Homeward Bound",12,TRUE
"Season_16","songs_04","Mara Justine","Rihanna","Eliminated","Love on the Brain",0,FALSE
"Season_16","songs_04","Jurnee","K'NAAN,Adam Levine","Not Chosen","Bang Bang",63,TRUE
"Season_16","songs_04","Jurnee","Eminem,50 Cent,Nate Dogg","Judges' choice","Never Enough",20,TRUE
"Season_16","songs_04","Jonny Brenns","Panic! At The Disco","Not Chosen","This Is Gospel",1,TRUE
"Season_16","songs_04","Michael J. Woodard","Friedrich Habetler","Immune","Believe In Yourself",0,FALSE
"Season_16","songs_04","Michael J. Woodard","Chloe Welch","Advanced","Titanium",33,TRUE
"Season_16","songs_04","Catie Turner","Kidz Bop Kids","Immune","Havana",64,TRUE
"Season_16","songs_04","Gabby Barrett","Miley Cyrus","Advanced","The Climb",34,TRUE
"Season_16","songs_04","Ada Vox","Jennifer Holliday","Judges' choice","And I Am Telling You I'm Not Going",28,TRUE
"Season_16","songs_05","Maddie Poppe","Phil Harris,Bruce Reitherman","Safe","The Bare Necessities",0,FALSE
"Season_16","songs_05","Jurnee","Alessia Cara","Safe","How Far I'll Go",39,TRUE
"Season_16","songs_05","Cade Foehner","Ashley Tisdale","Safe","Kiss the Girl",0,FALSE
"Season_16","songs_05","Ada Vox","Carmen Twillie,Lebo M.","Eliminated","Circle of Life",0,FALSE
"Season_16","songs_05","Michelle Sussett","Gael Garcia Bernal,Gabriella Flores,Libertad García Fonzi","Eliminated","Remember Me",29,TRUE
"Season_16","songs_05","Gabby Barrett","Judy Kuhn","Safe","Colors of the Wind",0,FALSE
"Season_16","songs_05","Michael J. Woodard","Ariana Grande,John Legend","Safe","Beauty and the Beast",0,FALSE
"Season_16","songs_05","Caleb Lee Hutchinson","Carole King","Safe","You've Got a Friend in Me",0,FALSE
"Season_16","songs_05","Catie Turner","Lana Del Rey","Safe","Once Upon a Dream",0,FALSE
"Season_16","songs_05","Dennis Lorenzo","Elton John","Eliminated","Can You Feel the Love Tonight",0,FALSE
"Season_16","songs_06","Jurnee","Prince","Eliminated","Kiss",32,TRUE
"Season_16","songs_06","Gabby Barrett","Lee Ann Womack","Safe","I Hope You Dance",48,TRUE
"Season_16","songs_06","Michael J. Woodard","Prince","Safe","I Would Die 4 U",16,TRUE
"Season_16","songs_06","Cade Foehner","Jewel","Safe","Who Will Save Your Soul",30,TRUE
"Season_16","songs_06","Catie Turner","Britney Spears","Eliminated","Oops!... I Did It Again",0,FALSE
"Season_16","songs_06","Caleb Lee Hutchinson","Lonestar","Safe","Amazed",55,TRUE
"Season_16","songs_06","Maddie Poppe","Sinéad O'Connor","Safe","Nothing Compares 2 U",21,TRUE
"Season_16","songs_06","Michael J. Woodard","Céline Dion,James Horner","Safe","My Heart Will Go On",37,TRUE
"Season_16","songs_06","Cade Foehner","Steve Miller Band","Safe","Jungle Love",39,TRUE
"Season_16","songs_06","Gabby Barrett","Prince","Safe","How Come U Don't Call Me Anymore?",0,FALSE
"Season_16","songs_06","Jurnee","Brian McKnight","Eliminated","Back at One",0,FALSE
"Season_16","songs_06","Catie Turner","The Bangles","Eliminated","Manic Monday",20,TRUE
"Season_16","songs_06","Maddie Poppe","Sheryl Crow","Safe","If It Makes You Happy",27,TRUE
"Season_16","songs_06","Caleb Lee Hutchinson","Prince","Safe","When Doves Cry",23,TRUE
"Season_16","songs_07","Michael J. Woodard","Nickelback","Eliminated","Flat on the Floor",0,FALSE
"Season_16","songs_07","Gabby Barrett","Carrie Underwood","Safe","Last Name",20,TRUE
"Season_16","songs_07","Cade Foehner","Carrie Underwood","Eliminated","Undo It",20,TRUE
"Season_16","songs_07","Caleb Lee Hutchinson","Carrie Underwood","Safe","So Small",20,TRUE
"Season_16","songs_07","Maddie Poppe","Randy Travis","Safe","I Told You So",37,TRUE
"Season_16","songs_07","Gabby Barrett","Whitney Houston","Safe","I Have Nothing",21,TRUE
"Season_16","songs_07","Cade Foehner","Lynyrd Skynyrd","Eliminated","Simple Man",1,TRUE
"Season_16","songs_07","Michael J. Woodard","Young Wicked,Jamie Madrox,Rittz","Eliminated","Still I Rise",0,FALSE
"Season_16","songs_07","Caleb Lee Hutchinson","The Cannonball Adderley Quintet","Safe","Stars in Alabama",0,FALSE
"Season_16","songs_07","Maddie Poppe","The Beach Boys","Safe","God Only Knows",19,TRUE
"Season_16","songs_08","Caleb Lee Hutchinson","Johnny Cash","Runner-up","Johnny Cash Heart",0,FALSE
"Season_16","songs_08","Gabby Barrett","Gabby Barrett","3rd Place","Rivers Deep",0,FALSE
"Season_16","songs_08","Maddie Poppe","original song","Winner","Going Going Gone",7,TRUE
"Season_16","songs_08","Caleb Lee Hutchinson","Keith Whitley","Runner-up","Don't Close Your Eyes",23,TRUE
"Season_16","songs_08","Gabby Barrett","Denise Gagne","3rd Place","Little Red Wagon",11,TRUE
"Season_16","songs_08","Maddie Poppe","original song","Winner","Don't Ever Let Your Children Grow Up",0,FALSE
"Season_17","songs_01","Madison VanDenburg","Jessie J",NA,"Domino",41,TRUE
"Season_17","songs_01","Shawn Robinson","Eyedress",NA,"Jealous",43,TRUE
"Season_17","songs_01","Laine Hardy","Sam Cooke",NA,"Bring It On Home to Me",0,FALSE
"Season_17","songs_01","Uché","KA$HDAMI",NA,"Figures",0,FALSE
"Season_17","songs_01","Eddie Island","The Lumineers",NA,"Ho Hey",62,TRUE
"Season_17","songs_01","Evelyn Cormier","Peter, Paul and Mary",NA,"Leaving on a Jet Plane",0,FALSE
"Season_17","songs_01","Alyssa Raghu","Paramore",NA,"Ain't It Fun",24,TRUE
"Season_17","songs_01","Ryan Hammond","Yuki Hayashi",NA,"You Say",43,TRUE
"Season_17","songs_01","Raquel Trinidad","The Cardigans",NA,"Lovefool",0,FALSE
"Season_17","songs_01","Logan Johnson","Rose Royce",NA,"Love Don't Live Here Anymore",19,TRUE
"Season_17","songs_01","Dimitrius Graham","Adele",NA,"Hello",91,TRUE
"Season_17","songs_01","Riley Thompson","Dolly Parton",NA,"Jolene",9,TRUE
"Season_17","songs_01","Walker Burroughs","Bee Gees",NA,"How Deep Is Your Love",78,TRUE
"Season_17","songs_01","Bumbly","Mariah Carey",NA,"Vision of Love",0,FALSE
"Season_17","songs_01","Ashley Hess","John Mayer",NA,"Dreaming with a Broken Heart",0,FALSE
"Season_17","songs_01","Alejandro Aranda","Post Malone",NA,"I Fall Apart",29,TRUE
"Season_17","songs_01","Kate Barnette","Maroon 5",NA,"Sunday Morning",30,TRUE
"Season_17","songs_01","Jeremiah Lloyd Harmon","Adele",NA,"Make You Feel My Love",1,TRUE
"Season_17","songs_01","Laci Kaye Booth","Cheap Trick",NA,"I Want You to Want Me",0,FALSE
"Season_17","songs_01","Wade Cota","Paramore",NA,"All I Want",44,TRUE
"Season_17","songs_02","Walker Burroughs, with Jason Mraz","Bethel Music,Brian Johnson,Lindsey Strand","Advanced","Have It All",1,TRUE
"Season_17","songs_02","Alyssa Raghu, with Julia Michaels","Julia Michaels","Advanced","Issues",30,TRUE
"Season_17","songs_02","Kate Barnette, with Pat Benatar & Neil Giraldo","Pat Benatar","Eliminated","Heartbreaker",78,TRUE
"Season_17","songs_02","Eddie Island, with Lukas Graham","Lukas Graham","Advanced","7 Years",36,TRUE
"Season_17","songs_02","Riley Thompson, with Brett Young","Brett Young","Advanced","Like I Loved You",19,TRUE
"Season_17","songs_02","Wade Cota, with lovelytheband","Isak Danielson","Advanced","Broken",58,TRUE
"Season_17","songs_02","Uché, with Shaggy","Calvin Harris,Ellie Goulding","Advanced","I Need Your Love",43,TRUE
"Season_17","songs_02","Ryan Hammond, with Cynthia Erivo","Sam & Dave","Eliminated","Hold On, I'm Comin'",0,FALSE
"Season_17","songs_02","Madison VanDenburg, with Pat Benatar & Neil Giraldo","Pat Benatar","Advanced","We Belong",20,TRUE
"Season_17","songs_02","Evelyn Cormier, with Chris Isaak","Chris Isaak","Advanced","Wicked Game",24,TRUE
"Season_17","songs_02","Shawn Robinson, with Elle King","Creedence Clearwater Revival","Eliminated","Proud Mary",38,TRUE
"Season_17","songs_02","Logan Johnson, with Julia Michaels","Julia Michaels,Niall Horan","Eliminated","What a Time",0,FALSE
"Season_17","songs_02","Ashley Hess, with Jason Mraz","Jason Mraz","Advanced","I'm Yours",87,TRUE
"Season_17","songs_02","Raquel Trinidad, with lovelytheband","Elton John","Eliminated","Tiny Dancer",7,TRUE
"Season_17","songs_02","Bumbly, with Shaggy","Halle","Eliminated","Angel",205,TRUE
"Season_17","songs_02","Alejandro Aranda, with Ben Harper","Ben Harper,The Blind Boys Of Alabama","Advanced","There Will Be a Light",0,FALSE
"Season_17","songs_02","Laci Kaye Booth, with Brett Young","Shawn Mendes","Advanced","Mercy",113,TRUE
"Season_17","songs_02","Dimitrius Graham, with Lukas Graham","Lukas Graham","Advanced","Love Someone",20,TRUE
"Season_17","songs_02","Laine Hardy, with Elle King","The Band","Advanced","The Weight",27,TRUE
"Season_17","songs_02","Jeremiah Lloyd Harmon, with Cynthia Erivo","Cyndi Lauper","Advanced","Time After Time",68,TRUE
"Season_17","songs_03","Laine Hardy","Elvis Presley","Safe","That's All Right",0,FALSE
"Season_17","songs_03","Evelyn Cormier","Jimmy Eat World","Not Chosen","The Middle",73,TRUE
"Season_17","songs_03","Alyssa Raghu","Sara Bareilles","Not Chosen","She Used to Be Mine",0,FALSE
"Season_17","songs_03","Eddie Island","Elton John","Not Chosen","Bennie and the Jets",0,FALSE
"Season_17","songs_03","Riley Thompson","Sara Evans","Not Chosen","Suds in the Bucket",0,FALSE
"Season_17","songs_03","Wade Cota","Josh Ross","Safe","Trouble",43,TRUE
"Season_17","songs_03","Dimitrius Graham","Ed Sheeran","Not Chosen","Perfect",129,TRUE
"Season_17","songs_03","LaRae Jones","Alicia Keys","Safe","Fallin'",45,TRUE
"Season_17","songs_03","Jeremiah Lloyd Harmon","Elton John","Safe","We All Fall in Love Sometimes",0,FALSE
"Season_17","songs_03","Uché","Drake","Not Chosen","Finesse",25,TRUE
"Season_17","songs_03","Alejandro Aranda","Drake,Wizkid,Kyla","Safe","One Dance",36,TRUE
"Season_17","songs_03","Ashley Hess","Coldplay","Not Chosen","Fix You",10,TRUE
"Season_17","songs_03","Laci Kaye Booth","blink-182","Safe","I Miss You",120,TRUE
"Season_17","songs_03","Walker Burroughs","Peggy Wood","Safe","Climb Ev'ry Mountain",5,TRUE
"Season_17","songs_04","Uché","Tevin Campbell,Rosie Gaines","Eliminated","I 2 I",0,FALSE
"Season_17","songs_04","Laci Kaye Booth","Mandy Moore,Zachary Levi","Safe","I See the Light",0,FALSE
"Season_17","songs_04","Alejandro Aranda","Gael Garcia Bernal,Gabriella Flores,Libertad García Fonzi","Safe","Remember Me",29,TRUE
"Season_17","songs_04","Alyssa Raghu","Judy Kuhn","Safe","Colors of the Wind",0,FALSE
"Season_17","songs_04","Wade Cota","Carole King","Safe","You've Got a Friend in Me",0,FALSE
"Season_17","songs_04","Dimitrius Graham","Phil Collins","Eliminated","You'll Be in My Heart",0,FALSE
"Season_17","songs_04","Walker Burroughs","Sarah McLachlan","Safe","When She Loved Me",0,FALSE
"Season_17","songs_04","Madison VanDenburg","Alessia Cara","Safe","How Far I'll Go",39,TRUE
"Season_17","songs_04","Laine Hardy","Roger Miller","Safe","Oo-De-Lally",0,FALSE
"Season_17","songs_04","Jeremiah Lloyd Harmon","Elton John","Safe","Candle on the Water",0,FALSE
"Season_17","songs_05","Walker Burroughs","Queen","Eliminated","Crazy Little Thing Called Love",32,TRUE
"Season_17","songs_05","Madison VanDenburg","Queen","Safe","The Show Must Go On",19,TRUE
"Season_17","songs_05","Laine Hardy, with Laci Kaye Booth","Johnny Cash,June Carter Cash","Safe","Jackson",9,TRUE
"Season_17","songs_05","Laci Kaye Booth, with Laine Hardy","Johnny Cash,June Carter Cash","Safe","Jackson",9,TRUE
"Season_17","songs_05","Jeremiah Lloyd Harmon","Queen","Safe","Who Wants To Live Forever",0,FALSE
"Season_17","songs_05","Alejandro Aranda","Queen,David Bowie","Safe","Under Pressure",19,TRUE
"Season_17","songs_05","Wade Cota, with Alyssa Raghu","Marvin Gaye,Tammi Terrell","Safe","Ain't No Mountain High Enough",26,TRUE
"Season_17","songs_05","Alyssa Raghu, with Wade Cota","Marvin Gaye,Tammi Terrell","Eliminated","Ain't No Mountain High Enough",26,TRUE
"Season_17","songs_05","Madison VanDenburg, with Jeremiah Lloyd Harmon","Ziv Zaifman,Hugh Jackman,Michelle Williams","Safe","A Million Dreams",1,TRUE
"Season_17","songs_05","Jeremiah Lloyd Harmon, with Madison VanDenburg","Ziv Zaifman,Hugh Jackman,Michelle Williams","Safe","A Million Dreams",1,TRUE
"Season_17","songs_05","Laine Hardy","Queen","Safe","Fat Bottomed Girls",1,TRUE
"Season_17","songs_05","Laci Kaye Booth","Queen","Safe","Love Of My Life",41,TRUE
"Season_17","songs_05","Walker Burroughs, with Alejandro Aranda","Simon & Garfunkel","Eliminated","Mrs. Robinson",21,TRUE
"Season_17","songs_05","Alejandro Aranda, with Walker Burroughs","Simon & Garfunkel","Safe","Mrs. Robinson",21,TRUE
"Season_17","songs_05","Wade Cota","Queen","Safe","We Are The Champions",0,FALSE
"Season_17","songs_05","Alyssa Raghu","Jefferson Airplane","Eliminated","Somebody To Love",72,TRUE
"Season_17","songs_06","Madison VanDenburg","Big Brother & The Holding Company,Janis Joplin","Safe","Piece Of My Heart",52,TRUE
"Season_17","songs_06","Laine Hardy","John Scofield,John Mayer","Safe","I Don't Need No Doctor",17,TRUE
"Season_17","songs_06","Jeremiah Lloyd Harmon","Eric Clapton","Eliminated","Swing Low, Sweet Chariot",0,FALSE
"Season_17","songs_06","Laci Kaye Booth","Bee Gees","Judges' save","To Love Somebody",33,TRUE
"Season_17","songs_06","Alejandro Aranda","Jefferson Airplane","Safe","White Rabbit",10,TRUE
"Season_17","songs_06","Wade Cota","The Beatles","Safe","With A Little Help From My Friends",6,TRUE
"Season_17","songs_06","Madison VanDenburg","Hillsong Worship,Matt Crocker","Safe","I Surrender",13,TRUE
"Season_17","songs_06","Alejandro Aranda","original song","Safe","Poison",42,TRUE
"Season_17","songs_06","Laci Kaye Booth","Journey","Judges' save","Open Arms",25,TRUE
"Season_17","songs_06","Jeremiah Lloyd Harmon","Elijah Reeves","Eliminated","Somewhere",36,TRUE
"Season_17","songs_06","Wade Cota","Jeremy Soule","Safe","Through The Valley",0,FALSE
"Season_17","songs_06","Laine Hardy","Chuck Berry","Safe","Johnny B. Goode",12,TRUE
"Season_17","songs_07","Wade Cota","Ray LaMontagne","Eliminated","You Are the Best Thing",0,FALSE
"Season_17","songs_07","Laci Kaye Booth","Miranda Lambert","Eliminated","The House That Built Me",20,TRUE
"Season_17","songs_07","Alejandro Aranda","Bob Marley & The Wailers","Safe","No Woman No Cry",0,FALSE
"Season_17","songs_07","Laine Hardy","The Marshall Tucker Band","Safe","Can't You See",7,TRUE
"Season_17","songs_07","Madison VanDenburg","P!nk","Safe","What About Us",55,TRUE
"Season_17","songs_07","Wade Cota","Elton John","Eliminated","Rocket Man",15,TRUE
"Season_17","songs_07","Laci Kaye Booth","Elton John","Eliminated","Saturday Night's Alright for Fighting",0,FALSE
"Season_17","songs_07","Alejandro Aranda","Elton John","Safe","Sorry Seems to Be the Hardest Word",0,FALSE
"Season_17","songs_07","Madison VanDenburg","Elton John","Safe","Your Song",23,TRUE
"Season_17","songs_07","Laine Hardy","Elton John","Safe","Something About The Way You Look Tonight",0,FALSE
"Season_17","songs_07","Wade Cota","KISS","Eliminated","Hard Luck Woman",13,TRUE
"Season_17","songs_07","Laci Kaye Booth","The Cranberries","Eliminated","Dreams",107,TRUE
"Season_17","songs_07","Madison VanDenburg","Adele","Safe","Make You Feel My Love",1,TRUE
"Season_17","songs_07","Laine Hardy","The Beatles","Safe","Hey Jude",28,TRUE
"Season_17","songs_07","Alejandro Aranda","original song","Safe","Blesser",0,FALSE
